order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
21204,5081,2024-07-24,406,3,210.73,632.19,Completed,2024-07-29
21205,9821,2023-09-23,113,2,227.78,455.56,Completed,2023-09-23
21206,7905,2023-07-26,171,10,136.00,1360.00,Pending,
21207,4302,2025-07-19,145,7,220.61,1544.27,Cancelled,
21208,2749,2024-07-01,35,3,68.55,205.65,Completed,2024-07-14
21209,9453,2023-04-14,271,8,159.71,1277.68,Completed,2023-04-21
21210,1683,2024-09-06,149,4,180.64,722.56,Completed,2024-09-13
21211,1184,2024-08-07,181,9,303.84,2734.56,Completed,2024-08-15
21212,5000,2025-08-11,382,5,353.50,1767.50,Completed,2025-08-12
21213,2326,2023-03-31,436,1,437.04,437.04,Completed,2023-04-09
21214,9057,2024-04-29,10,10,443.30,4433.00,Completed,2024-05-04
21215,8880,2023-08-30,267,6,193.55,1161.30,Completed,2023-09-13
21216,7629,2025-05-09,335,4,187.08,748.32,Completed,2025-05-10
21217,9020,2025-01-21,28,3,229.59,688.77,Completed,2025-01-23
21218,9740,2023-07-07,310,1,158.65,158.65,Completed,2023-07-10
21219,2945,2025-03-24,54,1,146.20,146.20,Completed,2025-03-25
21220,2000,2024-08-24,378,4,341.14,1364.56,Cancelled,
21221,9691,2025-03-01,185,6,319.22,1915.32,Pending,
21222,6781,2023-11-28,185,3,319.22,957.66,Completed,2023-11-28
21223,8499,2024-09-04,228,3,373.86,1121.58,Completed,2024-09-15
21224,4791,2025-04-25,36,7,266.20,1863.40,Cancelled,
21225,7401,2023-03-22,105,1,307.58,307.58,Completed,2023-03-24
21226,2177,2024-10-17,298,3,205.49,616.47,Completed,2024-10-22
21227,8089,2024-10-15,181,6,303.84,1823.04,Completed,2024-10-17
21228,1807,2024-08-15,387,6,397.88,2387.28,Completed,2024-08-22
21229,8488,2023-11-19,426,4,85.44,341.76,Completed,2023-11-24
21230,35,2025-03-27,285,7,82.92,580.44,Completed,2025-04-02
21231,7265,2025-03-20,318,7,189.56,1326.92,Completed,2025-03-24
21232,1064,2023-08-18,42,4,259.51,1038.04,Completed,2023-08-30
21233,9442,2023-07-29,100,9,235.17,2116.53,Pending,
21234,8668,2023-01-10,11,3,27.68,83.04,Completed,2023-01-17
21235,4474,2025-07-23,402,10,136.00,1360.00,Cancelled,
21236,3267,2023-09-04,77,1,275.07,275.07,Pending,
21237,5299,2023-09-14,44,5,125.28,626.40,Completed,2023-09-16
21238,2539,2023-04-30,464,9,260.06,2340.54,Completed,2023-05-11
21239,9471,2025-03-19,63,3,123.15,369.45,Completed,2025-03-21
21240,490,2024-04-27,247,10,295.73,2957.30,Cancelled,
21241,8317,2023-08-19,107,5,78.05,390.25,Completed,2023-08-25
21242,4423,2024-05-19,211,3,347.89,1043.67,Completed,2024-05-25
21243,9665,2023-05-11,473,4,456.83,1827.32,Completed,2023-05-13
21244,8833,2025-05-06,7,8,55.59,444.72,Completed,2025-05-08
21245,3058,2023-05-31,143,7,220.57,1543.99,Completed,2023-06-06
21246,8918,2023-09-27,61,4,311.59,1246.36,Completed,2023-10-03
21247,9296,2024-05-28,252,5,50.38,251.90,Completed,2024-06-09
21248,4562,2024-06-03,429,6,490.05,2940.30,Completed,2024-06-17
21249,3872,2025-03-25,281,5,19.33,96.65,Completed,2025-03-25
21250,218,2024-03-18,71,6,81.95,491.70,Completed,2024-03-25
21251,5255,2023-07-19,363,8,260.11,2080.88,Completed,2023-07-29
21252,3765,2024-12-30,172,5,42.16,210.80,Completed,2025-01-01
21253,7200,2023-05-14,473,2,456.83,913.66,Completed,2023-05-17
21254,3175,2024-02-29,216,2,165.57,331.14,Completed,2024-03-08
21255,1161,2024-10-18,150,6,280.12,1680.72,Completed,2024-11-01
21256,9440,2023-09-06,53,3,86.50,259.50,Completed,2023-09-09
21257,5714,2024-07-30,337,8,401.62,3212.96,Cancelled,
21258,6537,2025-01-27,40,3,279.19,837.57,Completed,2025-02-01
21259,1118,2024-12-29,116,5,163.26,816.30,Completed,2025-01-02
21260,432,2025-03-10,152,9,324.72,2922.48,Completed,2025-03-16
21261,1253,2023-01-10,356,6,490.61,2943.66,Completed,2023-01-19
21262,8155,2025-02-05,203,2,278.20,556.40,Completed,2025-02-16
21263,8890,2023-09-13,441,5,152.76,763.80,Cancelled,
21264,7977,2023-11-20,113,3,227.78,683.34,Pending,
21265,7817,2023-05-08,475,2,226.14,452.28,Completed,2023-05-14
21266,9275,2025-05-15,315,9,56.23,506.07,Completed,2025-05-29
21267,6954,2025-08-13,407,1,159.73,159.73,Completed,2025-08-27
21268,4250,2024-12-27,355,4,15.07,60.28,Pending,
21269,935,2023-11-24,120,5,429.08,2145.40,Completed,2023-12-05
21270,2201,2024-02-12,478,1,62.54,62.54,Completed,2024-02-23
21271,1517,2024-04-26,242,10,458.05,4580.50,Completed,2024-04-29
21272,7659,2025-03-13,52,3,206.17,618.51,Completed,2025-03-16
21273,9947,2023-02-03,449,2,371.74,743.48,Completed,2023-02-07
21274,3989,2023-05-10,39,2,64.90,129.80,Cancelled,
21275,2582,2025-01-06,326,10,184.49,1844.90,Pending,
21276,8209,2024-07-05,161,5,140.78,703.90,Completed,2024-07-19
21277,4068,2023-11-30,226,6,15.86,95.16,Completed,2023-12-11
21278,3772,2025-07-07,242,8,458.05,3664.40,Completed,2025-07-15
21279,3234,2023-10-07,469,2,84.06,168.12,Completed,2023-10-07
21280,7990,2024-07-02,366,5,445.30,2226.50,Completed,2024-07-15
21281,6698,2024-05-08,379,3,289.09,867.27,Completed,2024-05-08
21282,1338,2025-06-27,324,3,191.46,574.38,Completed,2025-07-11
21283,9057,2023-09-02,322,1,458.79,458.79,Completed,2023-09-05
21284,6451,2023-02-11,437,6,261.75,1570.50,Completed,2023-02-18
21285,5812,2025-02-05,445,2,477.53,955.06,Completed,2025-02-17
21286,864,2024-01-30,431,5,117.63,588.15,Cancelled,
21287,2404,2023-07-02,162,4,320.75,1283.00,Completed,2023-07-10
21288,3381,2025-05-23,75,6,84.98,509.88,Completed,2025-05-23
21289,2358,2024-12-22,102,7,145.47,1018.29,Completed,2024-12-24
21290,3157,2024-08-29,491,9,268.31,2414.79,Completed,2024-08-30
21291,6726,2024-09-01,240,3,294.36,883.08,Completed,2024-09-15
21292,8394,2025-07-29,300,9,125.44,1128.96,Completed,2025-08-05
21293,5877,2023-05-30,431,7,117.63,823.41,Pending,
21294,7900,2023-08-25,72,2,105.78,211.56,Pending,
21295,1037,2024-12-21,134,5,235.19,1175.95,Completed,2024-12-21
21296,4409,2023-10-09,382,3,353.50,1060.50,Completed,2023-10-21
21297,9138,2023-05-16,459,2,229.90,459.80,Completed,2023-05-17
21298,1752,2023-08-19,433,4,411.72,1646.88,Completed,2023-08-22
21299,9846,2024-10-26,142,7,480.59,3364.13,Cancelled,
21300,1180,2025-05-07,431,3,117.63,352.89,Completed,2025-05-20
21301,9042,2024-11-11,396,10,164.72,1647.20,Pending,
21302,9297,2024-11-13,411,7,127.89,895.23,Completed,2024-11-23
21303,8509,2023-01-01,39,3,64.90,194.70,Pending,
21304,3171,2024-11-28,111,9,162.06,1458.54,Completed,2024-11-30
21305,647,2025-05-23,208,1,435.50,435.50,Completed,2025-05-30
21306,5460,2023-04-30,421,3,63.81,191.43,Completed,2023-05-13
21307,5022,2025-05-05,23,9,50.00,450.00,Pending,
21308,887,2024-06-03,40,10,279.19,2791.90,Cancelled,
21309,1841,2024-11-05,402,5,136.00,680.00,Completed,2024-11-18
21310,6337,2023-03-30,353,6,211.20,1267.20,Completed,2023-04-10
21311,9661,2024-09-18,250,6,54.18,325.08,Completed,2024-09-21
21312,8530,2024-06-11,166,2,78.85,157.70,Completed,2024-06-25
21313,6240,2025-02-23,59,6,299.54,1797.24,Cancelled,
21314,1735,2023-06-19,46,3,432.60,1297.80,Completed,2023-06-24
21315,1666,2025-07-21,19,6,110.25,661.50,Completed,2025-08-01
21316,5437,2023-08-18,262,8,26.47,211.76,Completed,2023-08-23
21317,2628,2024-01-20,269,1,361.82,361.82,Completed,2024-01-25
21318,7543,2024-09-18,184,3,327.50,982.50,Pending,
21319,7717,2023-09-09,108,9,113.33,1019.97,Completed,2023-09-10
21320,9504,2025-02-01,225,6,193.78,1162.68,Completed,2025-02-01
21321,7093,2025-07-02,241,9,339.04,3051.36,Completed,2025-07-02
21322,1838,2025-03-11,268,2,304.69,609.38,Cancelled,
21323,8030,2024-08-23,388,9,122.18,1099.62,Completed,2024-08-28
21324,3264,2023-03-19,21,1,135.06,135.06,Completed,2023-04-02
21325,4965,2024-02-13,349,7,65.31,457.17,Cancelled,
21326,6136,2023-02-04,173,9,237.61,2138.49,Completed,2023-02-15
21327,7614,2023-08-08,75,5,84.98,424.90,Completed,2023-08-11
21328,8570,2024-03-16,374,10,337.24,3372.40,Cancelled,
21329,4091,2023-10-01,119,4,417.28,1669.12,Completed,2023-10-04
21330,9174,2024-12-15,179,5,351.37,1756.85,Completed,2024-12-18
21331,9201,2023-09-28,320,4,51.78,207.12,Completed,2023-10-11
21332,5005,2023-08-04,425,9,305.10,2745.90,Completed,2023-08-09
21333,7137,2023-12-15,429,6,490.05,2940.30,Completed,2023-12-19
21334,3471,2023-01-06,141,1,11.26,11.26,Pending,
21335,6375,2024-10-21,257,3,129.07,387.21,Completed,2024-11-04
21336,615,2023-12-17,167,10,63.63,636.30,Pending,
21337,8271,2023-02-26,40,1,279.19,279.19,Completed,2023-03-04
21338,2153,2025-05-30,231,6,315.98,1895.88,Completed,2025-06-01
21339,4548,2023-02-01,427,5,171.50,857.50,Completed,2023-02-13
21340,29,2024-12-30,250,10,54.18,541.80,Completed,2025-01-08
21341,1672,2023-10-20,81,2,432.98,865.96,Completed,2023-10-22
21342,1453,2025-03-15,171,2,136.00,272.00,Completed,2025-03-21
21343,3023,2023-05-25,334,5,123.39,616.95,Completed,2023-05-31
21344,2318,2024-11-22,256,8,6.40,51.20,Completed,2024-11-26
21345,9096,2023-01-01,144,4,309.88,1239.52,Completed,2023-01-13
21346,9894,2024-03-11,60,3,471.09,1413.27,Cancelled,
21347,1673,2023-01-16,322,2,458.79,917.58,Completed,2023-01-24
21348,7074,2025-08-12,267,1,193.55,193.55,Completed,2025-08-18
21349,7513,2024-06-24,303,4,453.43,1813.72,Completed,2024-07-03
21350,1067,2024-12-19,347,4,14.41,57.64,Completed,2024-12-22
21351,540,2023-01-04,450,7,116.71,816.97,Completed,2023-01-07
21352,7115,2025-04-25,148,9,19.21,172.89,Completed,2025-05-05
21353,6774,2024-11-27,359,7,172.58,1208.06,Completed,2024-12-08
21354,6588,2025-06-05,79,3,108.99,326.97,Completed,2025-06-13
21355,2637,2024-07-25,18,10,109.44,1094.40,Completed,2024-07-30
21356,5728,2025-02-24,461,8,85.43,683.44,Completed,2025-03-02
21357,8271,2024-12-01,433,10,411.72,4117.20,Completed,2024-12-07
21358,31,2023-07-10,131,6,326.82,1960.92,Completed,2023-07-23
21359,3063,2025-03-03,499,10,154.37,1543.70,Cancelled,
21360,4956,2024-09-18,387,10,397.88,3978.80,Completed,2024-09-27
21361,5872,2023-01-07,484,3,493.14,1479.42,Completed,2023-01-07
21362,2006,2023-12-15,321,2,437.27,874.54,Cancelled,
21363,2030,2025-08-06,413,9,236.07,2124.63,Cancelled,
21364,246,2025-01-22,89,4,292.39,1169.56,Completed,2025-01-23
21365,5144,2024-02-18,136,1,58.51,58.51,Pending,
21366,875,2023-06-02,53,4,86.50,346.00,Completed,2023-06-06
21367,8139,2024-04-11,341,10,473.47,4734.70,Completed,2024-04-16
21368,3474,2023-12-09,466,9,134.09,1206.81,Completed,2023-12-17
21369,2537,2024-12-11,466,10,134.09,1340.90,Completed,2024-12-17
21370,179,2024-09-11,386,3,446.21,1338.63,Completed,2024-09-15
21371,441,2023-08-23,474,6,382.12,2292.72,Completed,2023-08-25
21372,1934,2023-11-03,167,3,63.63,190.89,Completed,2023-11-15
21373,5303,2024-12-20,492,5,81.79,408.95,Completed,2024-12-29
21374,6263,2023-04-06,369,6,303.21,1819.26,Completed,2023-04-18
21375,2126,2023-08-30,5,2,212.66,425.32,Cancelled,
21376,3471,2024-09-19,347,10,14.41,144.10,Completed,2024-09-27
21377,6438,2025-07-17,97,5,279.43,1397.15,Cancelled,
21378,8361,2024-02-27,421,2,63.81,127.62,Completed,2024-03-08
21379,9587,2023-03-16,61,8,311.59,2492.72,Completed,2023-03-16
21380,7690,2023-02-07,147,6,376.49,2258.94,Pending,
21381,5602,2024-10-20,39,2,64.90,129.80,Completed,2024-10-24
21382,8258,2024-12-10,496,3,204.12,612.36,Completed,2024-12-17
21383,426,2024-04-13,139,5,403.74,2018.70,Completed,2024-04-13
21384,8952,2023-09-19,374,6,337.24,2023.44,Pending,
21385,5972,2024-01-18,19,7,110.25,771.75,Pending,
21386,3837,2024-12-12,8,1,135.94,135.94,Pending,
21387,3314,2024-10-03,392,1,67.04,67.04,Pending,
21388,5284,2024-11-12,476,3,35.57,106.71,Cancelled,
21389,2187,2025-01-03,390,5,442.70,2213.50,Completed,2025-01-07
21390,2838,2024-01-03,173,6,237.61,1425.66,Cancelled,
21391,3749,2025-05-14,260,7,265.41,1857.87,Completed,2025-05-15
21392,3566,2025-01-03,214,6,498.73,2992.38,Completed,2025-01-10
21393,6371,2025-08-08,206,7,494.26,3459.82,Completed,2025-08-20
21394,584,2024-02-02,465,6,490.93,2945.58,Completed,2024-02-10
21395,9936,2023-11-05,484,4,493.14,1972.56,Pending,
21396,6356,2023-10-14,270,1,172.77,172.77,Completed,2023-10-20
21397,4649,2023-03-23,411,2,127.89,255.78,Completed,2023-03-30
21398,7845,2024-04-27,83,7,137.07,959.49,Pending,
21399,4651,2025-05-28,442,2,346.67,693.34,Completed,2025-06-11
21400,3983,2025-05-14,3,5,297.29,1486.45,Cancelled,
21401,2519,2024-04-01,143,10,220.57,2205.70,Completed,2024-04-10
21402,1139,2023-04-04,145,2,220.61,441.22,Completed,2023-04-13
21403,8729,2024-07-04,237,1,236.82,236.82,Completed,2024-07-06
21404,99021,2023-02-12,3,3,297.29,891.87,Cancelled,
21405,9213,2024-12-06,277,2,256.17,512.34,Completed,2024-12-11
21406,8629,2023-04-03,298,9,205.49,1849.41,Completed,2023-04-10
21407,2034,2024-05-18,381,4,261.28,1045.12,Completed,2024-05-30
21408,4860,2023-03-05,457,5,395.04,1975.20,Completed,2023-03-05
21409,5800,2023-05-14,71,1,81.95,81.95,Pending,
21410,2386,2025-01-25,224,6,103.61,621.66,Completed,2025-02-02
21411,1895,2024-08-07,55,7,81.62,571.34,Completed,2024-08-20
21412,2459,2023-06-07,42,9,259.51,2335.59,Completed,2023-06-21
21413,1354,2024-03-12,100,9,235.17,2116.53,Completed,2024-03-19
21414,2013,2025-01-07,185,4,319.22,1276.88,Completed,2025-01-12
21415,2279,2024-10-29,330,2,300.64,601.28,Completed,2024-11-07
21416,6987,2023-11-23,392,3,67.04,201.12,Cancelled,
21417,8868,2024-11-21,380,2,128.56,257.12,Completed,2024-12-02
21418,4142,2023-09-15,45,9,52.98,476.82,Completed,2023-09-27
21419,2207,2024-03-04,279,9,116.95,1052.55,Completed,2024-03-13
21420,2344,2023-08-19,259,4,12.81,51.24,Pending,
21421,7976,2023-08-09,64,3,231.33,693.99,Completed,2023-08-20
21422,4906,2025-05-20,46,5,432.60,2163.00,Completed,2025-05-30
21423,4978,2023-06-27,30,6,421.63,2529.78,Completed,2023-07-06
21424,2842,2024-09-13,331,4,405.48,1621.92,Completed,2024-09-13
21425,9065,2025-02-06,46,8,432.60,3460.80,Completed,2025-02-11
21426,593,2023-02-04,364,4,23.13,92.52,Pending,
21427,4538,2024-03-15,434,9,99.44,894.96,Completed,2024-03-26
21428,4878,2024-09-21,497,8,254.43,2035.44,Completed,2024-09-26
21429,7629,2025-01-27,70,10,469.77,4697.70,Cancelled,
21430,2314,2023-03-08,241,9,339.04,3051.36,Completed,2023-03-08
21431,1265,2023-03-23,268,9,304.69,2742.21,Completed,2023-04-06
21432,7110,2025-06-17,95,7,160.39,1122.73,Completed,2025-06-25
21433,2575,2024-10-04,186,1,207.13,207.13,Completed,2024-10-17
21434,6114,2025-04-21,26,9,341.74,3075.66,Completed,2025-04-30
21435,8703,2024-12-05,377,6,184.26,1105.56,Completed,2024-12-15
21436,7707,2024-03-25,420,2,254.61,509.22,Completed,2024-04-01
21437,5,2024-06-23,247,5,295.73,1478.65,Completed,2024-06-24
21438,7493,2023-02-05,468,3,347.92,1043.76,Pending,
21439,9500,2023-03-03,62,3,161.60,484.80,Completed,2023-03-15
21440,972,2025-03-31,33,3,123.53,370.59,Completed,2025-04-13
21441,2438,2024-05-09,274,6,34.69,208.14,Completed,2024-05-13
21442,7468,2023-01-21,32,4,301.48,1205.92,Completed,2023-01-21
21443,2720,2024-06-06,456,10,211.85,2118.50,Completed,2024-06-15
21444,6413,2024-07-07,307,3,323.28,969.84,Completed,2024-07-21
21445,4277,2023-07-12,320,10,51.78,517.80,Completed,2023-07-16
21446,6439,2023-07-17,115,9,222.74,2004.66,Pending,
21447,9913,2024-02-18,229,4,305.50,1222.00,Completed,2024-02-21
21448,6750,2025-02-11,465,4,490.93,1963.72,Pending,
21449,4709,2024-01-23,129,2,377.24,754.48,Completed,2024-02-01
21450,6593,2023-06-10,193,7,65.11,455.77,Completed,2023-06-14
21451,6817,2024-10-22,183,2,290.24,580.48,Completed,2024-11-04
21452,9569,2023-01-07,317,3,495.54,1486.62,Completed,2023-01-19
21453,2695,2025-06-01,396,3,164.72,494.16,Pending,
21454,3016,2024-06-25,468,6,347.92,2087.52,Completed,2024-07-02
21455,8281,2023-01-26,461,7,85.43,598.01,Completed,2023-01-29
21456,2875,2024-07-30,351,5,13.14,65.70,Completed,2024-08-09
21457,6787,2024-05-27,418,8,383.11,3064.88,Completed,2024-06-03
21458,7248,2024-04-27,80,1,442.65,442.65,Completed,2024-05-03
21459,2473,2024-01-09,255,6,407.46,2444.76,Completed,2024-01-17
21460,6052,2024-05-06,307,3,323.28,969.84,Completed,2024-05-18
21461,6742,2025-06-29,265,5,41.38,206.90,Pending,
21462,8250,2024-10-08,11,3,27.68,83.04,Completed,2024-10-16
21463,9467,2025-01-15,496,6,204.12,1224.72,Completed,2025-01-16
21464,3808,2024-08-02,208,3,435.50,1306.50,Completed,2024-08-06
21465,5673,2023-11-06,308,2,79.72,159.44,Completed,2023-11-09
21466,6782,2024-05-16,351,4,13.14,52.56,Completed,2024-05-23
21467,8860,2023-08-01,180,4,221.69,886.76,Completed,2023-08-14
21468,3259,2023-11-07,139,4,403.74,1614.96,Completed,2023-11-07
21469,3469,2023-01-17,426,9,85.44,768.96,Pending,
21470,4388,2024-01-08,459,4,229.90,919.60,Completed,2024-01-10
21471,1193,2024-07-02,64,6,231.33,1387.98,Completed,2024-07-11
21472,7820,2024-10-21,414,1,472.89,472.89,Completed,2024-10-21
21473,9971,2024-05-03,222,8,83.20,665.60,Completed,2024-05-09
21474,4008,2025-02-12,461,7,85.43,598.01,Completed,2025-02-18
21475,2406,2024-11-05,173,2,237.61,475.22,Completed,2024-11-11
21476,6660,2023-06-27,12,1,433.91,433.91,Completed,2023-07-07
21477,9506,2023-06-12,452,3,482.44,1447.32,Completed,2023-06-14
21478,281,2024-07-13,199,3,374.41,1123.23,Completed,2024-07-27
21479,4191,2024-01-28,91,1,492.20,492.20,Completed,2024-02-06
21480,5800,2023-01-22,418,3,383.11,1149.33,Cancelled,
21481,280,2024-08-04,296,1,232.58,232.58,Cancelled,
21482,4008,2025-03-22,149,4,180.64,722.56,Cancelled,
21483,4150,2024-01-21,327,8,100.04,800.32,Completed,2024-01-28
21484,2951,2024-10-29,483,9,214.73,1932.57,Completed,2024-11-07
21485,4284,2023-02-15,355,5,15.07,75.35,Completed,2023-02-28
21486,4742,2023-01-17,132,9,475.06,4275.54,Completed,2023-01-30
21487,8182,2025-03-21,128,7,167.04,1169.28,Completed,2025-03-23
21488,8804,2023-10-18,290,1,245.88,245.88,Completed,2023-10-23
21489,4959,2023-06-10,245,5,121.23,606.15,Completed,2023-06-19
21490,8790,2023-03-12,327,7,100.04,700.28,Completed,2023-03-14
21491,340,2025-07-08,267,4,193.55,774.20,Pending,
21492,7572,2024-10-20,12,1,433.91,433.91,Completed,2024-10-25
21493,6520,2025-02-22,359,5,172.58,862.90,Completed,2025-02-25
21494,2326,2023-05-18,270,5,172.77,863.85,Cancelled,
21495,2594,2025-05-11,333,3,146.04,438.12,Pending,
21496,2739,2023-01-16,313,2,227.62,455.24,Completed,2023-01-20
21497,1035,2024-11-16,1,3,321.52,964.56,Completed,2024-11-27
21498,1323,2024-07-11,114,6,384.08,2304.48,Completed,2024-07-22
21499,1020,2023-08-26,276,8,484.36,3874.88,Cancelled,
21500,609,2025-01-19,176,4,61.81,247.24,Completed,2025-01-21
21501,9754,2023-06-29,499,1,154.37,154.37,Completed,2023-07-06
21502,9603,2023-06-22,133,7,123.08,861.56,Cancelled,
21503,6685,2023-07-16,481,8,338.02,2704.16,Completed,2023-07-27
21504,3945,2023-08-30,224,6,103.61,621.66,Completed,2023-09-10
21505,9280,2023-06-21,279,2,116.95,233.90,Completed,2023-07-02
21506,1905,2024-04-15,350,9,36.09,324.81,Pending,
21507,4887,2024-12-17,51,1,418.83,418.83,Completed,2024-12-19
21508,875,2025-03-14,293,5,8.83,44.15,Completed,2025-03-22
21509,4474,2023-01-22,412,9,361.96,3257.64,Completed,2023-01-27
21510,8155,2025-07-15,456,3,211.85,635.55,Completed,2025-07-15
21511,9051,2025-02-17,67,8,440.24,3521.92,Completed,2025-02-25
21512,6973,2023-11-11,65,2,231.85,463.70,Completed,2023-11-11
21513,4024,2025-03-21,377,9,184.26,1658.34,Completed,2025-03-30
21514,1203,2025-01-26,342,8,210.37,1682.96,Completed,2025-01-31
21515,6026,2024-08-26,174,9,352.98,3176.82,Completed,2024-08-30
21516,8022,2023-10-21,300,7,125.44,878.08,Completed,2023-11-02
21517,1816,2023-04-18,151,6,361.44,2168.64,Cancelled,
21518,1191,2025-02-07,398,3,66.96,200.88,Completed,2025-02-13
21519,841,2025-03-12,497,9,254.43,2289.87,Completed,2025-03-12
21520,2574,2024-10-07,302,9,42.81,385.29,Completed,2024-10-16
21521,1618,2023-07-30,261,6,259.05,1554.30,Pending,
21522,6542,2023-01-04,130,8,14.59,116.72,Cancelled,
21523,8167,2023-02-09,35,8,68.55,548.40,Pending,
21524,65,2025-06-27,369,3,303.21,909.63,Completed,2025-06-27
21525,5289,2023-05-25,238,4,483.80,1935.20,Pending,
21526,9207,2023-03-13,324,6,191.46,1148.76,Pending,
21527,8883,2025-05-03,328,3,422.99,1268.97,Completed,2025-05-10
21528,1397,2024-05-10,393,3,341.65,1024.95,Pending,
21529,4802,2023-06-03,80,5,442.65,2213.25,Completed,2023-06-14
21530,486,2023-05-24,367,6,486.99,2921.94,Completed,2023-05-27
21531,8004,2023-02-28,438,6,191.53,1149.18,Completed,2023-03-01
21532,510,2024-01-04,128,9,167.04,1503.36,Completed,2024-01-05
21533,8298,2024-09-01,115,8,222.74,1781.92,Completed,2024-09-02
21534,7036,2024-10-09,440,6,306.99,1841.94,Completed,2024-10-10
21535,7048,2024-12-30,138,5,55.44,277.20,Completed,2025-01-12
21536,4412,2023-09-14,370,8,55.79,446.32,Completed,2023-09-25
21537,1477,2023-09-12,375,6,476.63,2859.78,Completed,2023-09-26
21538,8916,2024-04-10,150,5,280.12,1400.60,Completed,2024-04-17
21539,3864,2025-07-28,125,3,460.17,1380.51,Completed,2025-07-30
21540,384,2025-04-18,97,8,279.43,2235.44,Completed,2025-04-30
21541,4441,2023-10-07,282,9,178.76,1608.84,Completed,2023-10-13
21542,4275,2024-12-08,201,10,364.40,3644.00,Pending,
21543,4105,2025-04-02,353,3,211.20,633.60,Completed,2025-04-15
21544,2072,2024-08-28,426,9,85.44,768.96,Cancelled,
21545,4185,2023-03-01,115,9,222.74,2004.66,Completed,2023-03-04
21546,2496,2025-07-18,362,9,26.68,240.12,Pending,
21547,4157,2024-06-06,99,5,147.02,735.10,Completed,2024-06-07
21548,6981,2024-09-09,168,3,116.72,350.16,Pending,
21549,4783,2023-09-12,294,3,268.63,805.89,Completed,2023-09-21
21550,9333,2023-09-20,201,8,364.40,2915.20,Completed,2023-10-03
21551,4259,2023-10-23,458,7,9.59,67.13,Pending,
21552,739,2024-09-28,158,6,141.87,851.22,Cancelled,
21553,9766,2023-01-11,300,7,125.44,878.08,Completed,2023-01-20
21554,8988,2023-08-30,45,8,52.98,423.84,Cancelled,
21555,7192,2024-12-21,142,10,480.59,4805.90,Pending,
21556,5370,2025-06-23,417,1,9.05,9.05,Completed,2025-07-04
21557,6963,2025-06-11,413,3,236.07,708.21,Cancelled,
21558,6295,2024-01-08,391,2,265.22,530.44,Pending,
21559,1216,2023-08-18,403,7,321.30,2249.10,Completed,2023-08-30
21560,147,2023-05-27,244,4,27.45,109.80,Completed,2023-05-29
21561,5692,2023-05-24,400,4,331.07,1324.28,Completed,2023-06-04
21562,483,2025-05-08,404,8,322.74,2581.92,Completed,2025-05-11
21563,8405,2024-08-23,500,6,209.71,1258.26,Completed,2024-08-30
21564,8205,2023-09-09,139,9,403.74,3633.66,Completed,2023-09-09
21565,712,2025-05-31,12,6,433.91,2603.46,Completed,2025-06-08
21566,6468,2024-11-01,262,1,26.47,26.47,Completed,2024-11-07
21567,9906,2025-01-04,201,10,364.40,3644.00,Completed,2025-01-05
21568,1478,2023-11-27,226,3,15.86,47.58,Completed,2023-12-10
21569,1585,2023-08-28,163,8,145.75,1166.00,Completed,2023-09-02
21570,5660,2025-01-17,148,8,19.21,153.68,Completed,2025-01-21
21571,458,2024-03-22,332,2,185.33,370.66,Completed,2024-03-25
21572,755,2023-07-22,275,3,208.35,625.05,Cancelled,
21573,4172,2025-06-09,191,2,379.44,758.88,Completed,2025-06-13
21574,3860,2023-01-01,59,2,299.54,599.08,Cancelled,
21575,439,2024-07-13,54,9,146.20,1315.80,Completed,2024-07-26
21576,149,2023-02-24,402,6,136.00,816.00,Completed,2023-03-08
21577,7964,2024-04-30,3,3,297.29,891.87,Completed,2024-05-08
21578,5133,2023-07-16,398,5,66.96,334.80,Cancelled,
21579,8724,2024-03-11,225,6,193.78,1162.68,Completed,2024-03-12
21580,1792,2024-11-25,445,10,477.53,4775.30,Completed,2024-11-26
21581,13,2023-01-21,119,9,417.28,3755.52,Completed,2023-01-21
21582,2516,2025-05-14,397,2,423.74,847.48,Completed,2025-05-21
21583,5160,2025-05-11,400,10,331.07,3310.70,Completed,2025-05-13
21584,4064,2023-02-10,336,1,390.17,390.17,Completed,2023-02-21
21585,1881,2024-09-23,268,3,304.69,914.07,Completed,2024-09-29
21586,4251,2024-05-30,147,7,376.49,2635.43,Completed,2024-06-04
21587,7371,2023-08-17,485,8,385.64,3085.12,Cancelled,
21588,9897,2023-10-29,493,3,20.95,62.85,Completed,2023-11-09
21589,9809,2023-09-14,118,2,206.76,413.52,Completed,2023-09-25
21590,7970,2023-12-14,30,5,421.63,2108.15,Pending,
21591,7217,2024-01-19,274,9,34.69,312.21,Pending,
21592,763,2025-03-17,86,2,331.72,663.44,Completed,2025-03-18
21593,6799,2025-04-28,373,3,499.08,1497.24,Pending,
21594,1384,2024-10-28,216,10,165.57,1655.70,Completed,2024-11-04
21595,5432,2024-03-27,114,5,384.08,1920.40,Completed,2024-04-01
21596,6637,2024-12-24,56,10,369.19,3691.90,Completed,2024-12-25
21597,8148,2025-01-01,96,4,158.10,632.40,Completed,2025-01-13
21598,1349,2023-08-22,141,7,11.26,78.82,Completed,2023-08-30
21599,9404,2023-08-28,73,1,129.31,129.31,Completed,2023-09-06
