product_id,product_name,category,price,cost,stock_quantity,reorder_level
403,Adaptive Stable Moratorium,Books,321.30,192.47,1284,149
404,Persistent Incremental Application,Toys,322.74,161.71,501,185
405,Ergonomic Multi-State Hierarchy,Automotive,152.23,58.83,122,50
406,Secured Web-Enabled Methodology,Home & Garden,210.73,122.69,696,165
407,Self-Enabling Leadingedge Task-Force,Toys,159.73,113.28,1503,98
408,Business-Focused Demand-Driven Flexibility,Beauty,69.73,37.32,1150,37
409,Reactive Clear-Thinking Forecast,Home & Garden,124.66,51.27,920,73
410,Organic Tangible Matrix,Toys,52.92,26.20,786,167
411,Decentralized 4Thgeneration Product,Office Supplies,127.89,100.10,327,93
412,Robust Disintermediate Strategy,Health,361.96,161.04,326,137
413,Diverse Fault-Tolerant Neural-Net,Clothing,236.07,186.39,1018,15
414,Advanced Neutral Installation,Sports,472.89,285.02,1979,71
415,Cross-Group Directional Budgetary Management,Office Supplies,293.76,109.96,576,136
416,Persistent Bottom-Line Project,Health,441.76,299.13,963,83
417,Distributed Modular Structure,Beauty,9.05,3.65,274,77
418,Implemented Multimedia Strategy,Office Supplies,383.11,204.19,820,23
419,Future-Proofed Intangible Matrices,Toys,283.10,150.40,591,28
420,Phased Dynamic Knowledgebase,Office Supplies,254.61,186.42,572,169
421,Reactive Client-Server Info-Mediaries,Beauty,63.81,53.44,806,105
422,Ergonomic Radical Migration,Office Supplies,281.13,149.79,295,60
423,User-Friendly Client-Driven Architecture,Home & Garden,257.02,154.22,92,19
424,Grass-Roots Zero Administration Utilization,Home & Garden,358.23,269.38,1063,126
425,Operative Global Toolset,Beauty,305.10,185.42,671,166
426,Profit-Focused Encompassing Ability,Office Supplies,85.44,72.22,1514,86
427,Horizontal Uniform Framework,Office Supplies,171.50,131.05,1090,135
428,Reverse-Engineered Optimal Protocol,Clothing,153.40,116.26,754,94
429,Pre-Emptive Coherent Knowledge User,Electronics,490.05,314.54,1631,195
430,Public-Key Mission-Critical Hardware,Office Supplies,300.47,145.06,1342,158
431,Managed Neutral Task-Force,Health,117.63,44.19,983,53
432,Quality-Focused Homogeneous Knowledgebase,Home & Garden,316.37,208.76,1722,107
433,Inverse Content-Based Standardization,Clothing,411.72,193.96,1172,189
434,Front-Line Object-Oriented Info-Mediaries,Toys,99.44,56.73,857,48
435,Focused Zero-Defect Installation,Automotive,346.80,192.54,1587,166
436,Balanced Foreground Synergy,Home & Garden,437.04,313.76,127,190
437,Phased Tertiary Workforce,Health,261.75,165.02,1356,132
438,Multi-Tiered Human-Resource Protocol,Beauty,191.53,158.65,941,146
439,Streamlined Coherent Methodology,Books,275.41,189.46,1776,194
440,Automated Clear-Thinking Middleware,Health,306.99,136.96,504,81
441,Reverse-Engineered Full-Range Attitude,Sports,152.76,125.37,609,83
442,Organic Bandwidth-Monitored Moderator,Health,346.67,206.10,982,99
443,Persevering 24/7 Success,Clothing,467.18,349.31,560,83
444,Digitized Incremental Projection,Beauty,288.87,179.56,1834,111
445,Distributed Asynchronous Leverage,Books,477.53,359.25,594,20
446,Fundamental Global Process Improvement,Books,477.88,186.14,1892,123
447,Team-Oriented Hybrid Projection,Books,374.93,171.34,1695,147
448,Configurable Full-Range Service-Desk,Office Supplies,466.85,325.90,281,37
449,Public-Key Homogeneous Functionalities,Health,371.74,174.58,103,181
450,Self-Enabling Transitional Task-Force,Beauty,116.71,54.43,205,115
451,Pre-Emptive Needs-Based Alliance,Electronics,360.09,144.14,1578,45
452,Secured Asymmetric Encoding,Automotive,482.44,404.74,323,114
453,Self-Enabling Systemic Forecast,Beauty,241.34,108.54,1974,83
454,Focused Value-Added Array,Office Supplies,146.28,55.53,1574,32
455,Optional Bandwidth-Monitored Task-Force,Home & Garden,119.95,86.28,1741,19
456,Sharable Tertiary Attitude,Toys,211.85,162.87,1912,19
457,Organic Composite Solution,Electronics,395.04,175.06,1533,84
458,Innovative 4Thgeneration Analyzer,Books,9.59,6.08,219,95
459,Inverse Analyzing Frame,Home & Garden,229.90,154.19,1073,136
460,Multi-Channeled Holistic Internet Solution,Beauty,426.27,248.95,394,38
461,Digitized Dynamic Moderator,Home & Garden,85.43,49.51,526,193
462,Open-Source Non-Volatile Software,Sports,11.97,6.21,604,155
463,Enterprise-Wide Composite Conglomeration,Toys,91.87,71.48,1837,113
464,Configurable Reciprocal Implementation,Home & Garden,260.06,102.30,1370,34
465,Secured Systemic Encoding,Electronics,490.93,289.03,1916,73
466,Proactive Optimal Circuit,Beauty,134.09,62.72,1543,78
467,Focused Maximized Productivity,Beauty,154.46,109.89,23,76
468,Function-Based Logistical Extranet,Books,347.92,132.58,242,129
469,Synchronized 24/7 Website,Books,84.06,58.26,1890,190
470,Persistent Executive Service-Desk,Beauty,346.69,232.06,1926,85
471,Quality-Focused Cohesive Archive,Home & Garden,309.24,142.12,273,132
472,Organic Grid-Enabled Parallelism,Health,230.21,194.40,765,116
473,Innovative Scalable Interface,Sports,456.83,332.88,1642,180
474,Team-Oriented Eco-Centric Knowledgebase,Health,382.12,263.73,1220,30
475,Innovative Dedicated Info-Mediaries,Clothing,226.14,158.72,159,154
476,Polarized Bi-Directional Encoding,Office Supplies,35.57,22.19,1035,61
477,Multi-Tiered Object-Oriented Help-Desk,Automotive,270.65,116.99,1749,143
478,Re-Engineered Explicit Standardization,Clothing,62.54,28.31,1194,135
479,Implemented 3Rdgeneration Protocol,Home & Garden,449.95,257.71,113,126
480,Object-Based Even-Keeled Access,Automotive,259.06,149.84,118,153
481,Re-Contextualized Systemic Time-Frame,Books,338.02,170.39,44,111
482,User-Friendly Actuating Portal,Electronics,409.14,295.77,1184,28
483,User-Friendly Modular Forecast,Clothing,214.73,150.35,1108,25
484,Vision-Oriented Discrete Portal,Home & Garden,493.14,289.00,587,114
485,Multi-Channeled Directional Productivity,Toys,385.64,282.64,1493,175
486,Ergonomic Regional Extranet,Toys,190.36,151.46,918,106
487,Synergistic Web-Enabled Success,Home & Garden,44.72,37.21,1791,148
488,Visionary Stable Software,Toys,328.50,172.10,365,147
489,Devolved Responsive Attitude,Electronics,266.78,190.46,456,10
490,Self-Enabling Secondary Analyzer,Toys,489.35,284.56,1472,149
491,Integrated Zero Tolerance Intranet,Beauty,268.31,204.36,506,127
492,Automated Optimal Hierarchy,Clothing,81.79,36.33,1792,195
493,Upgradable Clear-Thinking Array,Sports,20.95,14.25,1259,14
494,Implemented Fresh-Thinking Synergy,Office Supplies,107.01,42.85,68,124
495,Operative Context-Sensitive Customer Loyalty,Electronics,337.65,265.43,501,199
496,De-Engineered Zero Tolerance Moratorium,Home & Garden,204.12,95.36,444,24
497,Multi-Lateral Multi-Tasking Middleware,Office Supplies,254.43,125.85,1670,197
498,Future-Proofed Composite Extranet,Sports,162.86,105.69,1377,92
499,Polarized Explicit Synergy,Sports,154.37,65.09,1352,143
500,Mandatory Bifurcated Local Area Network,Home & Garden,209.71,102.25,1140,161
